,Country,time zone,Time_out,Time_in,City,web_browser,operating_sys,from_url,to_url,Longtuide,Latituide
1300,US,America/New_York,1331924904.0,1331916658.0,Alexandria,Mozilla/5.0,Windows NT 6.1,direct,www.fairfaxcounty.gov,38.790901, -77.094704
1301,TR,Asia/Istanbul,1331924905.0,1331922854.0,Antalya,Mozilla/5.0,Macintosh,www.facebook.com,www.nasa.gov,36.912498, 30.689699
1302,US,America/Chicago,1331924905.0,1319563556.0,Wentzville,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,38.790001, -90.854897
1303,US,America/Indianapolis,1331924906.0,1331924754.0,West Lafayette,Mozilla/5.0,Windows,www.facebook.com,www.choosemyplate.gov,40.4249, -86.916199
1304,US,America/New_York,1331924908.0,1331921833.0,Washington,Mozilla/5.0,Macintosh,t.co,www.nature.nps.gov,38.906799, -77.042702
1305,US,America/Los_Angeles,1331924909.0,1319563556.0,Palo Alto,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,37.376202, -122.182602
1306,US,America/Chicago,1331924910.0,1329344306.0,Austin,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.army.mil,30.303699, -97.7696
1307,US,America/Denver,1331924914.0,1319563556.0,Fort Collins,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,40.561001, -105.053596
1308,US,America/Los_Angeles,1331924912.0,1319563556.0,Palo Alto,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,37.376202, -122.182602
1309,US,America/Los_Angeles,1331924915.0,1319563556.0,Palo Alto,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,37.376202, -122.182602
1310,NI,America/Managua,1331924916.0,1331673813.0,Managua,Mozilla/5.0,Macintosh,36ohk6dgmcd1n-c.c.yom.mail.yahoo.net,www.fema.gov,12.1508, -86.268303
1311,US,America/Chicago,1331924917.0,1319563556.0,Verona,Mozilla/5.0,Windows,direct,www.nysdot.gov,42.9925, -89.567902
1312,US,America/Los_Angeles,1331924917.0,1331866614.0,Encinitas,Mozilla/5.0,Windows,www.facebook.com,www.phila.gov,33.050098, -117.2528
1313,US,America/Los_Angeles,1331924918.0,1319563556.0,Palo Alto,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,37.376202, -122.182602
1314,US,America/Los_Angeles,1331924918.0,1319563556.0,Palo Alto,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,37.376202, -122.182602
1315,US,America/New_York,1331924918.0,1273672411.0,Shrewsbury,Mozilla/4.0,Windows,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,42.286499, -71.714699
1316,US,America/New_York,1331924918.0,1273672506.0,Shrewsbury,Mozilla/4.0,Windows NT 6.1,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,42.286499, -71.714699
1317,US,America/Los_Angeles,1331924922.0,1319563556.0,Palo Alto,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,37.376202, -122.182602
1318,ZM,Africa/Lusaka,1331924925.0,1327006083.0,Ndola,Mozilla/5.0,Windows NT 6.1,survivethearmageddon.com,www.nwrfc.noaa.gov,-12.9667, 28.633301
1319,US,America/New_York,1331924932.0,1319563556.0,White Plains,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,41.029099, -73.758003
1320,US,America/New_York,1331924933.0,1273672411.0,Shrewsbury,Mozilla/4.0,Windows NT 6.1,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,42.286499, -71.714699
1321,US,America/New_York,1331924933.0,1273672506.0,Shrewsbury,Mozilla/4.0,Windows NT 6.1,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,42.286499, -71.714699
1322,US,America/New_York,1331924933.0,1302727656.0,Cape May Court House,Mozilla/4.0,Windows,publications.usa.gov,www.ams.usda.gov,39.115601, -74.818001
1323,US,America/Chicago,1331924935.0,1271865731.0,Peoria,Mozilla/5.0,iPad,t.co,www.dol.gov,40.704399, -89.655701
1324,US,America/Los_Angeles,1331924935.0,1319563556.0,Palo Alto,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,37.376202, -122.182602
1325,CA,America/Vancouver,1331924936.0,1331908247.0,Vancouver,Mozilla/5.0,Windows NT 6.0,iconfactory.com,www.nasa.gov,49.25, -123.133301
1326,US,America/New_York,1331924938.0,1271865731.0,Syosset,Mozilla/5.0,Linux,t.co,www.dol.gov,40.829399, -73.505203
1327,BR,America/Sao_Paulo,1331924938.0,1331762991.0,SPaulo,Mozilla/5.0,Windows NT 6.1,t.co,earthobservatory.nasa.gov,-23.5333, -46.616699
1328,US,America/New_York,1331924940.0,1330649757.0,Syracuse,Mozilla/5.0,Windows NT 6.1,t.co,www.protectyourmove.gov,43.051399, -76.149498
1329,CZ,Europe/Prague,1331924942.0,1331922854.0,Velke Prilepy,Mozilla/5.0,iPhone,www.facebook.com,www.nasa.gov,50.166698, 14.3167
1330,US,America/New_York,1331924946.0,1319563556.0,Erie,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,42.110199, -80.068199
1331,US,America/Los_Angeles,1331924946.0,1328745636.0,Los Angeles,Mozilla/5.0,Windows NT 6.1,m.facebook.com,www.irs.gov,34.041599, -118.298798
1332,US,America/New_York,1331924950.0,1292418583.0,Marietta,Mozilla/5.0,Windows NT 5.1,t.co,www.wrh.noaa.gov,33.953201, -84.5177
1333,US,America/Denver,1331924959.0,1331687030.0,Salt Lake City,Mozilla/4.0,Windows NT 6.1,www.sltrib.com,elections.utah.gov,40.708698, -111.714302
1334,US,America/Los_Angeles,1331924962.0,1331735490.0,Marysville,Mozilla/5.0,Macintosh,t.co,www.parks.wa.gov,48.091202, -122.242302
1335,US,America/New_York,1331924963.0,1328016902.0,Washington,Mozilla/4.0,Windows NT 6.0,direct,www.whitehouse.gov,38.909698, -77.023102
1336,US,America/New_York,1331924963.0,1319563556.0,White Plains,Mozilla/5.0,Windows,direct,www.nysdot.gov,41.029099, -73.758003
1337,US,America/Los_Angeles,1331924964.0,1331922854.0,Newark,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,37.514702, -122.042297
1338,US,America/Phoenix,1331924964.0,1319563556.0,Surprise,Mozilla/5.0,Windows NT 6.0,direct,www.nysdot.gov,33.6096, -112.377296
1339,US,America/New_York,1331924964.0,1331922854.0,Staten Island,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,40.5966, -74.077499
1340,CA,America/Halifax,1331924965.0,1331924900.0,Woodstock,Mozilla/5.0,Windows,t.co,www.maine.gov,46.150002, -67.566704
1341,US,America/New_York,1331924966.0,1331919941.0,Washington,Mozilla/4.0,Windows NT 6.1,t.co,boxer.senate.gov,38.909698, -77.023102
1342,US,America/Phoenix,1331924967.0,1319563556.0,Surprise,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,33.6096, -112.377296
1343,US,America/Los_Angeles,1331924967.0,1319563556.0,Santa Ana,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,33.743801, -117.865799
1344,US,America/New_York,1331924968.0,1329885153.0,Tampa,Mozilla/5.0,Windows NT 6.1,t.co,www.ncbi.nlm.nih.gov,28.063101, -82.412804
1345,US,America/New_York,1331924969.0,1301298479.0,Paramus,Mozilla/4.0,Windows NT 6.1,direct,www.fda.gov,40.9445, -74.07
1346,US,America/Chicago,1331924970.0,1319563556.0,Fort Worth,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,32.867298, -97.248596
1347,US,America/New_York,1331924970.0,1331922686.0,Medina,Mozilla/4.0,Windows NT 5.1,direct,www.dol.gov,41.1343, -81.855904
1348,NO,Europe/Oslo,1331924973.0,1331922854.0,Larvik,Mozilla/5.0,Linux,www.facebook.com,www.nasa.gov,59.0667, 10.0
1349,CZ,Europe/Prague,1331924975.0,1331922854.0,Ceska,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,49.283298, 16.5667
1350,US,America/Los_Angeles,1331924976.0,1330386681.0,Riverside,Mozilla/5.0,Macintosh,t.co,www.edd.ca.gov,33.940399, -117.395897
1351,US,America/New_York,1331924976.0,1331921833.0,Washington,Mozilla/5.0,Windows NT 6.1,t.co,www.nature.nps.gov,38.904202, -77.031998
1352,BR,America/Sao_Paulo,1331924978.0,1331923068.0,Rio De Janeiro,Mozilla/5.0,Linux,t.co,apod.nasa.gov,-22.9, -43.233299
1353,US,America/New_York,1331924977.0,1331924336.0,Brooklyn,Mozilla/5.0,Windows NT 6.1,t.co,www.usaid.gov,40.6525, -73.955399
1354,NL,Europe/Amsterdam,1331924983.0,1239171995.0,Den Haag,Mozilla/5.0,Linux,t.co,apod.nasa.gov,52.083302, 4.3
1355,US,America/New_York,1331924985.0,1319563556.0,Hampton,Mozilla/5.0,Ubuntu 14.04.6,direct,www.nysdot.gov,37.050499, -76.352303
1356,US,America/New_York,1331924985.0,1331924007.0,Fort Valley,Mozilla/5.0,Windows NT 5.1,t.co,www.marines.mil,32.572399, -83.892097
1357,BR,America/Sao_Paulo,1331924985.0,1331922854.0,Cachoeirinha,Mozilla/5.0,Windows NT 6.0,www.facebook.com,www.nasa.gov,-29.950001, -51.083302
1358,FR,Europe/Paris,1331924988.0,1331908247.0,Carros,Mozilla/5.0,Windows NT 6.1,t.co,www.nasa.gov,43.799999, 7.1833
1359,US,America/Chicago,1331924993.0,1331922854.0,Chattanooga,Mozilla/5.0,Windows,www.facebook.com,www.nasa.gov,35.0481, -85.283302
1360,US,America/New_York,1331924994.0,1319563556.0,Laurel,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,39.096699, -76.877899
1361,US,America/Phoenix,1331924995.0,1319563556.0,Surprise,Mozilla/5.0,Ubuntu 14.04.6,direct,www.nysdot.gov,33.6096, -112.377296
1362,NI,America/Managua,1331924997.0,1331922854.0,El Crucero,Mozilla/5.0,Windows NT 6.1,plus.url.google.com,www.nasa.gov,11.8667, -86.133301
1363,GR,Europe/Athens,1331924997.0,1331922854.0,Thessalon,Mozilla/5.0,BlackBerry,www.facebook.com,www.nasa.gov,40.640301, 22.943899
1364,US,America/Denver,1331924999.0,1319563556.0,Fort Lupton,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,40.109901, -104.786301
1365,US,America/Chicago,1331924998.0,1330458577.0,Baton Rouge,Mozilla/5.0,Windows NT 6.1,t.co,www.usa.gov,30.3549, -91.076797
1366,US,America/New_York,1331924998.0,1319563556.0,White Plains,Mozilla/5.0,Linux,direct,www.nysdot.gov,41.029099, -73.758003
1367,US,America/Chicago,1331925002.0,1319563556.0,Hugo,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,45.183399, -92.986099
1368,GB,Europe/London,1331925005.0,1331908247.0,London,Mozilla/5.0,iPad,t.co,www.nasa.gov,51.500198, -0.1262
1369,US,America/Denver,1331925005.0,1319563556.0,Fort Collins,Mozilla/5.0,Linux,direct,www.nysdot.gov,40.561001, -105.053596
1370,GB,Europe/London,1331925008.0,1331670810.0,Preston,Mozilla/5.0,Macintosh,direct,www.nasa.gov,53.766701, -2.7167
1371,GB,Europe/London,1331925008.0,1331908247.0,London,Mozilla/5.0,Windows NT 5.1,t.co,www.nasa.gov,51.500198, -0.1262
1372,CA,America/Rainy_River,1331925010.0,1331922170.0,Toronto,Mozilla/5.0,Windows NT 5.1,t.co,www.ncbi.nlm.nih.gov,43.666698, -79.416702
1373,US,America/Los_Angeles,1331925011.0,1331924761.0,Davis,Mozilla/5.0,Macintosh,t.co,blogs.usda.gov,38.482899, -121.639801
1374,US,America/New_York,1331925019.0,1331921225.0,Boston,Mozilla/5.0,Windows NT 6.1,t.co,www.vermont.gov,42.342499, -71.067703
1375,CA,America/Montreal,1331925019.0,1331749273.0,Montreal,Mozilla/5.0,Windows NT 5.1,hootsuite.com,www.fda.gov,45.5, -73.583298
1376,US,America/New_York,1331925018.0,1331922854.0,Canton,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,42.307301, -83.486801
1377,US,America/Chicago,1331925022.0,1331762987.0,Jefferson City,Mozilla/5.0,Windows,hosted.ap.org,www.nrc.gov,38.516499, -92.200897
1378,SK,Europe/Bratislava,1331925021.0,1331922854.0,Bratislava,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,48.150002, 17.116699
1379,US,America/New_York,1331925023.0,1319563556.0,Acworth,Mozilla/5.0,iPad,direct,www.nysdot.gov,34.1036, -84.637398
1380,US,America/Los_Angeles,1331925024.0,1319563556.0,Seattle,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,47.5951, -122.332603
1381,GR,Europe/Athens,1331925024.0,1331918420.0,Athens,Mozilla/5.0,Windows NT 5.1,direct,apod.nasa.gov,37.983299, 23.733299
1382,US,America/New_York,1331925024.0,1319563556.0,Mount Laurel,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,39.957199, -74.916199
1383,US,America/Chicago,1331925024.0,1331902734.0,Spring,Mozilla/5.0,Windows NT 6.1,t.co,www.ncbi.nlm.nih.gov,30.1766, -95.510101
1384,US,America/New_York,1331925026.0,1273672411.0,Bellingham,Mozilla/5.0,Windows NT 6.1,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,42.0765, -71.472
1385,US,America/New_York,1331925026.0,1273672506.0,Bellingham,Mozilla/5.0,SymbianOS/9.3,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,42.0765, -71.472
1386,US,America/Chicago,1331925028.0,1319563556.0,Hugo,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,45.183399, -92.986099
1387,EC,America/Guayaquil,1331925030.0,1330458577.0,Quito,Mozilla/5.0,Windows,mobile.twitter.com,www.usa.gov,-0.2167, -78.5
1388,US,America/Chicago,1331925029.0,1331760146.0,Merrill,Mozilla/4.0,Macintosh,www.linkedin.com,memory.loc.gov,45.178101, -89.833603
1389,US,America/New_York,1331925033.0,1331728309.0,Davidsonville,Mozilla/5.0,BlackBerry,direct,www.nasa.gov,38.939201, -76.635002
1390,US,America/New_York,1331925036.0,1319563556.0,White Plains,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,41.029099, -73.758003
1391,US,America/Los_Angeles,1331925037.0,1248360950.0,Rancho Cucamonga,Mozilla/5.0,iPhone,direct,www.cdcr.ca.gov,34.143101, -117.615997
1392,US,America/Chicago,1331925038.0,1319563556.0,Wentzville,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,38.790001, -90.854897
1393,US,America/Los_Angeles,1331925042.0,1331583654.0,Eugene,Mozilla/5.0,Windows NT 5.1,m.facebook.com,www.eugene-or.gov,44.053902, -123.108803
1394,US,America/Indianapolis,1331925046.0,1331924754.0,West Lafayette,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.choosemyplate.gov,40.4249, -86.916199
1395,US,America/Chicago,1331925048.0,1331679601.0,Canby,Mozilla/5.0,Windows NT 6.1,www.facebook.com,stateparks.utah.gov,44.705002, -96.251801
1396,US,America/Chicago,1331925048.0,1330437161.0,Alsip,Mozilla/4.0,Windows NT 5.1,direct,portal.hud.gov,41.671398, -87.737099
1397,US,America/Chicago,1331925049.0,1331905829.0,Kansas City,Mozilla/4.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,39.083698, -94.583801
1398,US,America/Los_Angeles,1331925050.0,1298047620.0,Paramount,Mozilla/5.0,Windows NT 6.1,direct,www.edd.ca.gov,33.898998, -118.1651
1399,US,America/Chicago,1331925053.0,1271865731.0,Barrington,Mozilla/5.0,Windows NT 6.1,t.co,www.dol.gov,42.158401, -88.159203
1400,CA,America/Halifax,1331925055.0,1331924900.0,Saint John,Mozilla/4.0,Windows NT 6.1,t.co,www.maine.gov,45.266701, -66.066704
1401,US,America/New_York,1331925060.0,1301298479.0,Paramus,Mozilla/4.0,Windows NT 6.1,direct,www.fda.gov,40.9445, -74.07
1402,AU,Australia/NSW,1331925060.0,1331728309.0,Windang,Mozilla/5.0,Windows NT 6.1,t.co,www.nasa.gov,-34.533298, 150.866699
1403,US,America/New_York,1331925062.0,1319563556.0,Pompano Beach,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,26.26, -80.191704
1404,US,America/New_York,1331925064.0,1319563556.0,Hamden,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,41.382, -72.917099
1405,GB,Europe/London,1331925064.0,1320960320.0,Newtownabbey,Mozilla/5.0,Windows NT 6.1,maydayidahominecomplex.com,www.sec.gov,54.666698, -5.8667
1406,US,America/New_York,1331925066.0,1273672411.0,Westborough,Mozilla/4.0,Windows NT 6.1,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,42.2658, -71.610497
1407,US,America/New_York,1331925066.0,1273672506.0,Westborough,Mozilla/4.0,Windows NT 6.1,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,42.2658, -71.610497
1408,GB,Europe/London,1331925064.0,1331865240.0,Bradford,Mozilla/5.0,Windows NT 5.1,t.co,www.nasa.gov,53.783298, -1.75
1409,US,America/New_York,1331925066.0,1331922854.0,Brandon,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,27.929501, -82.298698
1410,US,America/New_York,1331925074.0,1331921659.0,Dulles,Mozilla/5.0,iPad,t.co,www.whitehouse.gov,39.002102, -77.442101
1411,US,America/Los_Angeles,1331925077.0,1319563556.0,Torrance,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,33.840302, -118.353897
1412,US,America/Los_Angeles,1331925078.0,1327006083.0,Olympia,Mozilla/5.0,Windows NT 5.1,direct,www.nwrfc.noaa.gov,47.0387, -122.891998
1413,US,America/Los_Angeles,1331925080.0,1271865731.0,Los Gatos,Mozilla/5.0,Windows NT 5.1,direct,www.dol.gov,37.2276, -121.989998
1414,US,America/Chicago,1331925081.0,1331838858.0,Saint Louis,Mozilla/5.0,Windows NT 6.1,www.google.com,www.noaanews.noaa.gov,38.589901, -90.346901
1415,IN,Asia/Calcutta,1331925081.0,1331922854.0,Hyderabad,Mozilla/5.0,iPhone,www.facebook.com,www.nasa.gov,17.375299, 78.474403
1416,US,America/New_York,1331925080.0,1331924601.0,Sparks Glencoe,Mozilla/4.0,Windows NT 6.1,direct,www.mcc.gov,39.548302, -76.685898
1417,US,America/Chicago,1331925082.0,1330127279.0,Soddy Daisy,Mozilla/5.0,Windows NT 6.1,m.facebook.com,www.fda.gov,35.300701, -85.180702
1418,US,America/New_York,1331925084.0,1331903497.0,Chester,Mozilla/4.0,Windows NT 6.1,dailyupdate.transportation.org,ntl.bts.gov,37.347698, -77.340698
1419,US,America/Indianapolis,1331925085.0,1328127014.0,Fishers,Mozilla/4.0,Macintosh,direct,www.osha.gov,39.960999, -85.983704
1420,US,America/New_York,1331925087.0,1314803964.0,Brockton,Mozilla/5.0,Macintosh,sz0105.wc.mail.comcast.net,answers.usa.gov,42.082699, -71.019096
1421,US,America/New_York,1331925090.0,1273672411.0,Shrewsbury,Mozilla/5.0,Linux,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,42.286499, -71.714699
1422,US,America/New_York,1331925090.0,1273672506.0,Shrewsbury,Mozilla/5.0,Windows NT 5.1,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,42.286499, -71.714699
1423,US,America/New_York,1331925090.0,1331916302.0,Ocala,Mozilla/5.0,Macintosh,t.co,www.fda.gov,29.0895, -82.094299
1424,US,America/New_York,1331925093.0,1319563556.0,Everett,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,42.406399, -71.051201
1425,US,America/New_York,1331925095.0,1331920123.0,Herndon,Mozilla/5.0,Linux,www.facebook.com,www.fairfaxcounty.gov,38.955299, -77.3881
1426,US,America/Denver,1331925095.0,1331922854.0,Boulder,Mozilla/5.0,Windows NT 6.0,plus.url.google.com,www.nasa.gov,40.050701, -105.203697
1427,US,America/Chicago,1331925095.0,1331915618.0,Muscle Shoals,Mozilla/5.0,Windows NT 6.0,direct,www.spc.noaa.gov,34.7686, -87.558296
1428,US,America/New_York,1331925095.0,1273672411.0,West Haven,Mozilla/5.0,Windows NT 6.1,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,41.272999, -72.957397
1429,US,America/New_York,1331925095.0,1273672506.0,West Haven,Mozilla/5.0,iPhone,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,41.272999, -72.957397
1430,US,America/New_York,1331925096.0,1331911474.0,Washington,Mozilla/5.0,SymbianOS/9.3,messages.finance.yahoo.com,www.fda.gov,38.909698, -77.023102
1431,US,America/New_York,1331925097.0,1331908247.0,Grand Blanc,Mozilla/5.0,Windows NT 5.1,twitter.com,www.nasa.gov,42.919601, -83.649597
1432,EC,America/Guayaquil,1331925099.0,1330458577.0,Quito,Mozilla/5.0,Windows NT 5.1,direct,www.usa.gov,-0.2167, -78.5
1433,US,America/Chicago,1331925098.0,1331922854.0,Monticello,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,45.2957, -93.811302
1434,PL,Europe/Warsaw,1331925099.0,1331838932.0,Zamosc,Mozilla/5.0,Windows NT 6.1,direct,www.ncbi.nlm.nih.gov,50.716702, 23.25
1435,US,America/New_York,1331925102.0,1320792694.0,Fort Bragg,Mozilla/4.0,Windows NT 6.1,www.sciencedaily.com,www.nasa.gov,35.146198, -78.994301
1436,US,America/Chicago,1331925103.0,1331921292.0,League City,Mozilla/5.0,Windows NT 5.1,www.facebook.com,www.nasa.gov,29.5075, -95.0895
1437,TR,Asia/Istanbul,1331925103.0,1331922854.0,Istanbul,Mozilla/5.0,Windows NT 6.1,www.facebook.com,www.nasa.gov,41.0186, 28.964701
1438,CA,America/Rainy_River,1331925104.0,1331924607.0,Toronto,Mozilla/5.0,iPhone,t.co,www.ncbi.nlm.nih.gov,43.666698, -79.416702
1439,US,America/Los_Angeles,1331925105.0,1271865731.0,Los Angeles,Mozilla/5.0,Windows NT 6.1,t.co,www.dol.gov,33.9571, -118.404099
1440,GB,Europe/London,1331925107.0,1331922854.0,Farnborough,Mozilla/5.0,iPod touch,m.facebook.com,www.nasa.gov,51.266701, -0.7333
1441,US,America/New_York,1331925109.0,1331921807.0,Fairfax,Mozilla/4.0,Windows NT 6.1,www.airwarriors.com,www.navair.navy.mil,38.848999, -77.316498
1442,US,America/Chicago,1331925110.0,1331923220.0,Milwaukee,Mozilla/5.0,Linux,m.facebook.com,robotics.nasa.gov,43.0047, -87.9431
1443,US,America/Chicago,1331925113.0,1319563556.0,Lewisville,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,33.050301, -97.014702
1444,US,America/New_York,1331925115.0,1330548272.0,Henderson,Mozilla/5.0,Windows NT 6.0,m.facebook.com,www.nkdep.nih.gov,37.824902, -87.533401
1445,US,America/New_York,1331925115.0,1319563556.0,Laurel,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,39.096699, -76.877899
1446,US,America/Chicago,1331925117.0,1330217829.0,Milwaukee,Mozilla/5.0,BlackBerry,www.facebook.com,www.tricare.mil,43.147999, -87.920799
1447,ES,Europe/Madrid,1331925126.0,1239181073.0,Lugo,Mozilla/5.0,Linux,artefactory.nirewiki.com,www.nga.gov,43.0, -7.5667
1448,US,America/Chicago,1331925128.0,1331916302.0,Jonesboro,Mozilla/5.0,Windows NT 5.1,t.co,www.fda.gov,35.837898, -90.702698
1449,US,America/New_York,1331925130.0,1328745636.0,Willow Grove,Mozilla/5.0,Windows NT 5.1,t.co,www.irs.gov,40.1492, -75.128502
1450,US,America/New_York,1331925131.0,1273672506.0,York,Mozilla/5.0,Macintosh,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,43.1637, -70.675003
1451,US,America/New_York,1331925131.0,1273672411.0,York,Mozilla/5.0,Windows NT 6.1,www.shrewsbury-ma.gov,www.shrewsbury-ma.gov,43.1637, -70.675003
1452,US,America/New_York,1331925132.0,1305815908.0,Hillsborough,Mozilla/5.0,Macintosh,www.dailypaul.com,www.sos.nh.gov,43.119598, -71.931702
1453,US,America/New_York,1331925138.0,1319563556.0,Bergenfield,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,40.923302, -73.998398
1454,US,America/New_York,1331925139.0,1305815908.0,Hillsborough,Mozilla/5.0,Windows NT 6.1,www.dailypaul.com,www.sos.nh.gov,43.119598, -71.931702
1455,US,America/New_York,1331925141.0,1271865731.0,Marcus Hook,Mozilla/5.0,Linux,t.co,www.dol.gov,39.843102, -75.466202
1456,US,America/Los_Angeles,1331925142.0,1318522899.0,Gardnerville,Mozilla/5.0,Windows NT 6.1,direct,www.parks.ca.gov,38.8377, -119.705597
1457,US,America/New_York,1331925142.0,1331923740.0,Brooklyn,Mozilla/5.0,Macintosh,t.co,www.fda.gov,40.6525, -73.955399
1458,US,America/New_York,1331925146.0,1331921659.0,Washington,Mozilla/5.0,iPad,hootsuite.com,www.whitehouse.gov,38.909698, -77.023102
1459,US,America/New_York,1331925148.0,1329133219.0,Tampa,Mozilla/5.0,Windows NT 6.1,t.co,www.ncbi.nlm.nih.gov,28.063101, -82.412804
1460,US,America/New_York,1331925148.0,1271865731.0,Cleveland,Mozilla/5.0,Windows NT 6.1,twitter.com,www.dol.gov,41.3862, -81.791496
1461,US,America/New_York,1331925149.0,1301298479.0,Paramus,Mozilla/4.0,Macintosh,direct,www.fda.gov,40.9445, -74.07
1462,US,America/New_York,1331925149.0,1331915247.0,Morgantown,Mozilla/4.0,Windows NT 6.1,addins.wrex.com,www.crh.noaa.gov,39.567501, -79.936302
1463,US,America/Chicago,1331925151.0,1319563556.0,Frisco,Mozilla/5.0,Windows,direct,www.nysdot.gov,33.149899, -96.855499
1464,US,America/New_York,1331925152.0,1319563556.0,Erie,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,42.110199, -80.068199
1465,US,America/New_York,1331925151.0,1319563556.0,Acworth,Mozilla/5.0,Windows,direct,www.nysdot.gov,34.1036, -84.637398
1466,US,America/New_York,1331925153.0,1308756918.0,Quincy,Mozilla/5.0,Windows,direct,www.studentloans.gov,42.267502, -71.0177
1467,US,America/New_York,1331925153.0,1319563556.0,Acworth,Mozilla/5.0,Windows,direct,www.nysdot.gov,34.1036, -84.637398
1468,US,America/New_York,1331925154.0,1319563556.0,Acworth,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,34.1036, -84.637398
1469,US,America/New_York,1331925154.0,1319563556.0,Acworth,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,34.1036, -84.637398
1470,US,America/New_York,1331925155.0,1319563556.0,White Plains,Mozilla/5.0,Macintosh,direct,www.nysdot.gov,41.029099, -73.758003
1471,US,America/New_York,1331925157.0,1331925096.0,Vienna,Mozilla/5.0,Windows,t.co,www.cdc.gov,38.934799, -77.267197
1472,US,America/Chicago,1331925156.0,1319563556.0,Lafayette,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,30.1605, -92.033203
1473,US,America/New_York,1331925157.0,1319563556.0,Acworth,Mozilla/5.0,Linux,direct,www.nysdot.gov,34.1036, -84.637398
1474,US,America/New_York,1331925157.0,1331157084.0,Columbus,Mozilla/5.0,Windows NT 6.1,direct,www.nps.gov,39.964901, -83.138298
1475,GB,Europe/London,1331925158.0,1331908247.0,Pevensey,Mozilla/5.0,Windows NT 6.1,direct,www.nasa.gov,50.799999, 0.35
1476,US,America/Chicago,1331925158.0,1319563556.0,Fort Worth,Mozilla/5.0,Windows NT 6.1,direct,www.nysdot.gov,32.867298, -97.248596
1477,CA,America/Rainy_River,1331925158.0,1331728354.0,Ottawa,Mozilla/4.0,Macintosh,www.complinet.com,www.federalreserve.gov,45.416698, -75.699997
1478,US,America/New_York,1331925158.0,1320859236.0,Elizabethtown,Mozilla/4.0,Windows NT 6.1,www.aashtojournal.org,thomas.loc.gov,40.167999, -76.609398
